[2024-06-26T10:38:47.928] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:08:47.928Z","Ip":"::1","Request_Url":"/InviteManagements/SellerSendInvite","Request_Body":{"InviteCategory":"Buyer","Seller":"667a582d0fab2d7b7da2955a","InviteType":"Existing","Mobile":"9074662332","BuyerCreditLimit":"80.0","BuyerPaymentCycle":"2","BuyerPaymentType":"Cheque","Business":"667a58610fab2d7b7da2955c","ContactName":"surya","Buyer":"667a590f0fab2d7b7da2955e","BuyerBusiness":"667a5a3f0fab2d7b7da29566"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T10:40:34.869] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:10:34.869Z","Ip":"::1","Request_Url":"/InviteManagements/SellerSendInvite","Request_Body":{"InviteCategory":"Buyer","Seller":"667a582d0fab2d7b7da2955a","InviteType":"Existing","Mobile":"9074662332","BuyerCreditLimit":"80.0","BuyerPaymentCycle":"2","BuyerPaymentType":"Cheque","Business":"667a58610fab2d7b7da2955c","ContactName":"surya","Buyer":"667a590f0fab2d7b7da2955e","BuyerBusiness":"667a5a3f0fab2d7b7da29566"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:21:51.587] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:51:51.586Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:22:41.497] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:52:41.497Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:24:25.882] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:54:25.882Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:26:17.289] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:56:17.289Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:29:25.545] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:59:25.544Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:33:43.253] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:03:43.253Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:50.832] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:50.832Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Pending","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:52.848] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:52.848Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/BuyerPayment_Disputed","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","PaymentId":"667bb8ce4598231c149fc996","Payment_Status":"Disputed"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:52.944] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:52.944Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:54.181] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:54.181Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:54.186] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:54.186Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:55.998] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:55.998Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/LogOut","Request_Body":{"Mobile":"7376634306"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:56.148] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:56.148Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:56.151] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:56.151Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:56.358] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:56.358Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:56.359] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:56.359Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:56.398] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:56.398Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:14:56.400] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:44:56.400Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:06.625] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:06.625Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/GenerateOTP","Request_Body":{"Mobile":"9074662332"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:07.205] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:07.205Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/VerifyOTP","Request_Body":{"Mobile":"9074662332","OTP":"964359","Device_Id":"","Device_Type":""},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:11.009] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:11.008Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:11.014] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:11.014Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:11.019] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:11.019Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:11.023] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:11.023Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:11.029] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:11.029Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:11.065] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:11.065Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:11.990] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:11.990Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a590f0fab2d7b7da2955e&CustomerCategory=Buyer","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:11.993] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:11.993Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:13.948] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:13.948Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:17.761] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:17.761Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:17.971] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:17.970Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:18.165] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:18.164Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:18.419] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:18.419Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:18.622] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:18.621Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:18.719] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:18.719Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:18.887] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:18.887Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:19.454] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:19.454Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:15:20.025] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:45:20.025Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:16:51.635] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:46:51.635Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:17:11.190] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:47:11.190Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:17:11.197] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:47:11.197Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:17:11.201] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:47:11.201Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:17:14.143] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:47:14.143Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a590f0fab2d7b7da2955e&CustomerCategory=Buyer","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:17:14.149] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:47:14.149Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:17:17.550] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:47:17.550Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:17:17.616] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:47:17.616Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:17:17.989] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:47:17.989Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:17:18.225] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:47:18.225Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:19:33.336] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:49:33.336Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:19:35.610] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:49:35.610Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/LogOut","Request_Body":{"Mobile":"9074662332"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:26:37.022] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:56:37.022Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/GenerateOTP","Request_Body":{"Mobile":"9057533266"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:26:37.737] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:56:37.737Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/VerifyOTP","Request_Body":{"Mobile":"9057533266","OTP":"963301","Device_Id":"92ad41cf8ed4e65b","Device_Type":"Android"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:26:42.698] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:56:42.698Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:26:42.704] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:56:42.704Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667ba68c0fab2d7b7da29678"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:26:42.708] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:56:42.708Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667ba68c0fab2d7b7da29678","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:26:42.713] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:56:42.713Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667ba68c0fab2d7b7da29678","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T12:26:42.718] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:56:42.718Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
